#OLD_LOCUS,NEW_LOCUS,UPDATE_TYPE,UPDATE_DETAIL
            FGSG_01670.3,FGSG_01670.2,UNCHANGED,
            FGSG_01671.3,FGSG_01671.2,UNCHANGED,
            FGSG_01672.3,FGSG_01672.2,UNCHANGED,
            FGSG_01673.3,FGSG_01673.2,UNCHANGED,
            FGSG_01674.3,FGSG_01674.2,UNCHANGED,
            FGSG_01675.3,FGSG_01675.2,UNCHANGED,
            FGSG_01676.3,FGSG_01676.2,UNCHANGED,
            FGSG_01677.3,FGSG_01677.2,UNCHANGED,
            FGSG_01678.3,FGSG_01678.2,UNCHANGED,
            FGSG_01679.3,FGSG_01679.2,UNCHANGED,
            FGSG_01680.3,FGSG_01680.2,UNCHANGED,
            FGSG_01681.3,FGSG_01681.2,UNCHANGED,
            FGSG_01685.3,FGSG_01685.2,UNCHANGED,
            FGSG_01686.3,FGSG_01686.2,UNCHANGED,
            FGSG_01687.3,FGSG_01687.2,UNCHANGED,
            FGSG_01688.3,FGSG_01688.2,UNCHANGED,
            FGSG_01689.3,FGSG_01689.2,UNCHANGED,
            FGSG_01690.3,FGSG_01690.2,UNCHANGED,
            FGSG_01691.3,FGSG_01691.2,UNCHANGED,
            FGSG_01692.3,FGSG_01692.2,UNCHANGED,
            FGSG_01693.3,FGSG_01693.2,UNCHANGED,
            FGSG_01694.3,FGSG_01694.2,UNCHANGED,
            FGSG_01695.3,FGSG_01695.2,UNCHANGED,
            FGSG_01696.3,FGSG_01696.2,UNCHANGED,
            FGSG_01698.3,FGSG_01698.2,UNCHANGED,
            FGSG_01699.3,FGSG_01699.2,UNCHANGED,
            FGSG_01700.3,FGSG_01700.2,UNCHANGED,
            FGSG_01701.3,FGSG_01701.2,UNCHANGED,
            FGSG_01702.3,FGSG_01702.2,UNCHANGED,
            FGSG_01703.3,FGSG_01703.2,UNCHANGED,
            FGSG_01705.3,FGSG_01705.2,UNCHANGED,
            FGSG_01706.3,FGSG_01706.2,UNCHANGED,
            FGSG_01707.3,FGSG_01707.2,UNCHANGED,
            FGSG_01708.3,FGSG_01708.2,UNCHANGED,
            FGSG_01710.3,FGSG_01710.2,UNCHANGED,
            FGSG_01711.3,FGSG_01711.2,UNCHANGED,
            FGSG_01712.3,FGSG_01712.2,UNCHANGED,
            FGSG_01713.3,FGSG_01713.2,UNCHANGED,
            FGSG_01714.3,FGSG_01714.2,UNCHANGED,
            FGSG_01717.3,FGSG_01717.2,UNCHANGED,
            FGSG_01718.3,FGSG_01718.2,UNCHANGED,
            FGSG_01719.3,FGSG_01719.2,UNCHANGED,
            FGSG_01722.3,FGSG_01722.2,UNCHANGED,
            FGSG_01723.3,FGSG_01723.2,UNCHANGED,
            FGSG_01724.3,FGSG_01724.2,UNCHANGED,
            FGSG_01725.3,FGSG_01725.2,UNCHANGED,
            FGSG_01726.3,FGSG_01726.2,UNCHANGED,
            FGSG_01727.3,FGSG_01727.2,UNCHANGED,
            FGSG_01728.3,FGSG_01728.2,UNCHANGED,
            FGSG_01729.3,FGSG_01729.2,UNCHANGED,
            FGSG_01730.3,FGSG_01730.2,UNCHANGED,
            FGSG_01731.3,FGSG_01731.2,UNCHANGED,
            FGSG_01733.3,FGSG_01733.2,UNCHANGED,
            FGSG_01734.3,FGSG_01734.2,UNCHANGED,
            FGSG_01735.3,FGSG_01735.2,UNCHANGED,
            FGSG_01736.3,FGSG_01736.2,UNCHANGED,
            FGSG_01737.3,FGSG_01737.2,UNCHANGED,
            FGSG_01738.3,FGSG_01738.2,UNCHANGED,
            FGSG_01739.3,FGSG_01739.2,UNCHANGED,
            FGSG_01740.3,FGSG_01740.2,UNCHANGED,
            FGSG_01741.3,FGSG_01741.2,UNCHANGED,
            FGSG_01742.3,FGSG_01742.2,UNCHANGED,
            FGSG_01743.3,FGSG_01743.2,UNCHANGED,
            FGSG_01744.3,FGSG_01744.2,UNCHANGED,
            FGSG_01745.3,FGSG_01745.2,UNCHANGED,
            FGSG_01746.3,FGSG_01746.2,UNCHANGED,
            FGSG_01747.3,FGSG_01747.2,UNCHANGED,
            FGSG_01748.3,FGSG_01748.2,UNCHANGED,
            FGSG_01749.3,FGSG_01749.2,UNCHANGED,
            FGSG_01751.3,FGSG_01751.2,UNCHANGED,
            FGSG_01752.3,FGSG_01752.2,UNCHANGED,
            FGSG_01754.3,FGSG_01754.2,UNCHANGED,
            FGSG_01755.3,FGSG_01755.2,UNCHANGED,
            FGSG_01756.3,FGSG_01756.2,UNCHANGED,
            FGSG_01757.3,FGSG_01757.2,UNCHANGED,
            FGSG_01758.3,FGSG_01758.2,UNCHANGED,
            FGSG_01759.3,FGSG_01759.2,UNCHANGED,
            FGSG_01760.3,FGSG_01760.2,UNCHANGED,
            FGSG_01761.3,FGSG_01761.2,UNCHANGED,
            FGSG_01762.3,FGSG_01762.2,UNCHANGED,
            FGSG_01763.3,FGSG_01763.2,UNCHANGED,
            FGSG_01764.3,FGSG_01764.2,UNCHANGED,
            FGSG_01765.3,FGSG_01765.2,UNCHANGED,
            FGSG_01766.3,FGSG_01766.2,UNCHANGED,
            FGSG_01767.3,FGSG_01767.2,UNCHANGED,
            FGSG_01768.3,FGSG_01768.2,UNCHANGED,
            FGSG_01769.3,FGSG_01769.2,UNCHANGED,
            FGSG_01770.3,FGSG_01770.2,UNCHANGED,
            FGSG_01771.3,FGSG_01771.2,UNCHANGED,
            FGSG_01772.3,FGSG_01772.2,UNCHANGED,
            FGSG_01773.3,FGSG_01773.2,UNCHANGED,
            FGSG_01775.3,FGSG_01775.2,UNCHANGED,
            FGSG_01776.3,FGSG_01776.2,UNCHANGED,
            FGSG_01777.3,FGSG_01777.2,UNCHANGED,
            FGSG_01778.3,FGSG_01778.2,UNCHANGED,
            FGSG_01779.3,FGSG_01779.2,UNCHANGED,
            FGSG_01780.3,FGSG_01780.2,UNCHANGED,
            FGSG_01781.3,FGSG_01781.2,UNCHANGED,
            FGSG_01782.3,FGSG_01782.2,UNCHANGED,
            FGSG_01783.3,FGSG_01783.2,UNCHANGED,
            FGSG_01784.3,FGSG_01784.2,UNCHANGED,
            FGSG_01785.3,FGSG_01785.2,UNCHANGED,
            FGSG_01786.3,FGSG_01786.2,UNCHANGED,
            FGSG_01787.3,FGSG_01787.2,UNCHANGED,
            FGSG_01788.3,FGSG_01788.2,UNCHANGED,
            FGSG_01789.3,FGSG_01789.2,UNCHANGED,
            FGSG_01790.3,FGSG_01790.2,UNCHANGED,
            FGSG_01791.3,FGSG_01791.2,UNCHANGED,
            FGSG_01792.3,FGSG_01792.2,UNCHANGED,
            FGSG_01793.3,FGSG_01793.2,UNCHANGED,
            FGSG_01794.3,FGSG_01794.2,UNCHANGED,
            FGSG_01795.3,FGSG_01795.2,UNCHANGED,
            FGSG_01796.3,FGSG_01796.2,UNCHANGED,
            FGSG_01797.3,FGSG_01797.2,UNCHANGED,
            FGSG_01798.3,FGSG_01798.2,UNCHANGED,
            FGSG_01799.3,FGSG_01799.2,UNCHANGED,
            FGSG_01800.3,FGSG_01800.2,UNCHANGED,
            FGSG_01801.3,FGSG_01801.2,UNCHANGED,
            FGSG_01802.3,FGSG_01802.2,UNCHANGED,
            FGSG_01803.3,FGSG_01803.2,UNCHANGED,
            FGSG_01805.3,FGSG_01805.2,UNCHANGED,
            FGSG_01806.3,FGSG_01806.2,UNCHANGED,
            FGSG_01807.3,FGSG_01807.2,UNCHANGED,
            FGSG_01808.3,FGSG_01808.2,UNCHANGED,
            FGSG_01809.3,FGSG_01809.2,UNCHANGED,
            FGSG_01810.3,FGSG_01810.2,UNCHANGED,
            FGSG_01811.3,FGSG_01811.2,UNCHANGED,
            FGSG_01812.3,FGSG_01812.2,UNCHANGED,
            FGSG_01813.3,FGSG_01813.2,UNCHANGED,
            FGSG_01814.3,FGSG_01814.2,UNCHANGED,
            FGSG_01815.3,FGSG_01815.2,UNCHANGED,
            FGSG_01816.3,FGSG_01816.2,UNCHANGED,
            FGSG_01817.3,FGSG_01817.2,UNCHANGED,
            FGSG_01818.3,FGSG_01818.2,UNCHANGED,
            FGSG_01819.3,FGSG_01819.2,UNCHANGED,
            FGSG_01820.3,FGSG_01820.2,UNCHANGED,
            FGSG_01822.3,FGSG_01822.2,UNCHANGED,
            FGSG_01823.3,FGSG_01823.2,UNCHANGED,
            FGSG_01824.3,FGSG_01824.2,UNCHANGED,
            FGSG_01825.3,FGSG_01825.2,UNCHANGED,
            FGSG_01826.3,FGSG_01826.2,UNCHANGED,
            FGSG_01827.3,FGSG_01827.2,UNCHANGED,
            FGSG_01828.3,FGSG_01828.2,UNCHANGED,
            FGSG_01829.3,FGSG_01829.2,UNCHANGED,
            FGSG_01830.3,FGSG_01830.2,UNCHANGED,
            FGSG_01831.3,FGSG_01831.2,UNCHANGED,
            FGSG_01832.3,FGSG_01832.2,UNCHANGED,
            FGSG_01833.3,FGSG_01833.2,UNCHANGED,
            FGSG_01834.3,FGSG_01834.2,UNCHANGED,
            FGSG_01836.3,FGSG_01836.2,UNCHANGED,
            FGSG_01837.3,FGSG_01837.2,UNCHANGED,
            FGSG_01838.3,FGSG_01838.2,UNCHANGED,
            FGSG_01839.3,FGSG_01839.2,UNCHANGED,
            FGSG_01840.3,FGSG_01840.2,UNCHANGED,
            FGSG_01841.3,FGSG_01841.2,UNCHANGED,
            FGSG_01842.3,FGSG_01842.2,UNCHANGED,
            FGSG_01843.3,FGSG_01843.2,UNCHANGED,
            FGSG_01844.3,FGSG_01844.2,UNCHANGED,
            FGSG_01845.3,FGSG_01845.2,UNCHANGED,
            FGSG_01846.3,FGSG_01846.2,UNCHANGED,
            FGSG_01847.3,FGSG_01847.2,UNCHANGED,
            FGSG_01848.3,FGSG_01848.2,UNCHANGED,
            FGSG_01849.3,FGSG_01849.2,UNCHANGED,
            FGSG_01850.3,FGSG_01850.2,UNCHANGED,
            FGSG_01851.3,FGSG_01851.2,UNCHANGED,
            FGSG_01852.3,FGSG_01852.2,UNCHANGED,
            FGSG_01853.3,FGSG_01853.2,UNCHANGED,
            FGSG_01854.3,FGSG_01854.2,UNCHANGED,
            FGSG_01855.3,FGSG_01855.2,UNCHANGED,
            FGSG_01856.3,FGSG_01856.2,UNCHANGED,
            FGSG_01857.3,FGSG_01857.2,UNCHANGED,
            FGSG_01858.3,FGSG_01858.2,UNCHANGED,
            FGSG_01859.3,FGSG_01859.2,UNCHANGED,
            FGSG_01860.3,FGSG_01860.2,UNCHANGED,
            FGSG_01861.3,FGSG_01861.2,UNCHANGED,
            FGSG_01862.3,FGSG_01862.2,UNCHANGED,
            FGSG_01863.3,FGSG_01863.2,UNCHANGED,
            FGSG_01865.3,FGSG_01865.2,UNCHANGED,
            FGSG_01866.3,FGSG_01866.2,UNCHANGED,
            FGSG_01867.3,FGSG_01867.2,UNCHANGED,
            FGSG_01868.3,FGSG_01868.2,UNCHANGED,
            FGSG_01869.3,FGSG_01869.2,UNCHANGED,
            FGSG_01870.3,FGSG_01870.2,UNCHANGED,
            FGSG_01871.3,FGSG_01871.2,UNCHANGED,
            FGSG_01872.3,FGSG_01872.2,UNCHANGED,
            FGSG_01873.3,FGSG_01873.2,UNCHANGED,
            FGSG_01874.3,FGSG_01874.2,UNCHANGED,
            FGSG_01875.3,FGSG_01875.2,UNCHANGED,
            FGSG_01876.3,FGSG_01876.2,UNCHANGED,
            FGSG_01877.3,FGSG_01877.2,UNCHANGED,
            FGSG_01879.3,FGSG_01879.2,UNCHANGED,
            FGSG_01880.3,FGSG_01880.2,UNCHANGED,
            FGSG_01881.3,FGSG_01881.2,UNCHANGED,
            FGSG_01882.3,FGSG_01882.2,UNCHANGED,
            FGSG_01883.3,FGSG_01883.2,UNCHANGED,
            FGSG_01884.3,FGSG_01884.2,UNCHANGED,
            FGSG_01885.3,FGSG_01885.2,UNCHANGED,
            FGSG_01886.3,FGSG_01886.2,UNCHANGED,
            FGSG_01887.3,FGSG_01887.2,UNCHANGED,
            FGSG_01888.3,FGSG_01888.2,UNCHANGED,
            FGSG_01889.3,FGSG_01889.2,UNCHANGED,
            FGSG_01890.3,FGSG_01890.2,UNCHANGED,
            FGSG_01891.3,FGSG_01891.2,UNCHANGED,
            FGSG_01892.3,FGSG_01892.2,UNCHANGED,
            FGSG_01893.3,FGSG_01893.2,UNCHANGED,
            FGSG_01894.3,FGSG_01894.2,UNCHANGED,
            FGSG_01895.3,FGSG_01895.2,UNCHANGED,
            FGSG_01896.3,FGSG_01896.2,UNCHANGED,
            FGSG_01897.3,FGSG_01897.2,UNCHANGED,
            FGSG_01898.3,FGSG_01898.2,UNCHANGED,
            FGSG_01899.3,FGSG_01899.2,UNCHANGED,
            FGSG_01900.3,FGSG_01900.2,UNCHANGED,
            FGSG_01901.3,FGSG_01901.2,UNCHANGED,
            FGSG_01902.3,FGSG_01902.2,UNCHANGED,
            FGSG_01903.3,FGSG_01903.2,UNCHANGED,
            FGSG_01904.3,FGSG_01904.2,UNCHANGED,
            FGSG_01905.3,FGSG_01905.2,UNCHANGED,
            FGSG_01906.3,FGSG_01906.2,UNCHANGED,
            FGSG_01907.3,FGSG_01907.2,UNCHANGED,
            FGSG_01908.3,FGSG_01908.2,UNCHANGED,
            FGSG_01909.3,FGSG_01909.2,UNCHANGED,
            FGSG_01910.3,FGSG_01910.2,UNCHANGED,
            FGSG_01911.3,FGSG_01911.2,UNCHANGED,
            FGSG_01912.3,FGSG_01912.2,UNCHANGED,
            FGSG_01913.3,FGSG_01913.2,UNCHANGED,
            FGSG_01914.3,FGSG_01914.2,UNCHANGED,
            FGSG_01915.3,FGSG_01915.2,UNCHANGED,
            FGSG_01916.3,FGSG_01916.2,UNCHANGED,
            FGSG_01917.3,FGSG_01917.2,UNCHANGED,
            FGSG_01918.3,FGSG_01918.2,UNCHANGED,
            FGSG_01919.3,FGSG_01919.2,UNCHANGED,
            FGSG_01920.3,FGSG_01920.2,UNCHANGED,
            FGSG_01921.3,FGSG_01921.2,UNCHANGED,
            FGSG_01922.3,FGSG_01922.2,UNCHANGED,
            FGSG_01923.3,FGSG_01923.2,UNCHANGED,
            FGSG_01924.3,FGSG_01924.2,UNCHANGED,
            FGSG_01925.3,FGSG_01925.2,UNCHANGED,
            FGSG_01926.3,FGSG_01926.2,UNCHANGED,
            FGSG_01927.3,FGSG_01927.2,UNCHANGED,
            FGSG_01928.3,FGSG_01928.2,UNCHANGED,
            FGSG_01929.3,FGSG_01929.2,UNCHANGED,
            FGSG_01930.3,FGSG_01930.2,UNCHANGED,
            FGSG_01931.3,FGSG_01931.2,UNCHANGED,
            FGSG_01932.3,FGSG_01932.2,UNCHANGED,
            FGSG_01933.3,FGSG_01933.2,UNCHANGED,
            FGSG_01934.3,FGSG_01934.2,UNCHANGED,
            FGSG_01935.3,FGSG_01935.2,UNCHANGED,
            FGSG_01936.3,FGSG_01936.2,UNCHANGED,
            FGSG_01938.3,FGSG_01938.2,UNCHANGED,
            FGSG_01939.3,FGSG_01939.2,UNCHANGED,
            FGSG_01940.3,FGSG_01940.2,UNCHANGED,
            FGSG_01941.3,FGSG_01941.2,UNCHANGED,
            FGSG_01942.3,FGSG_01942.2,UNCHANGED,
            FGSG_01943.3,FGSG_01943.2,UNCHANGED,
            FGSG_01944.3,FGSG_01944.2,UNCHANGED,
            FGSG_01946.3,FGSG_01946.2,UNCHANGED,
            FGSG_01947.3,FGSG_01947.2,UNCHANGED,
            FGSG_01948.3,FGSG_01948.2,UNCHANGED,
            FGSG_01949.3,FGSG_01949.2,UNCHANGED,
            FGSG_01950.3,FGSG_01950.2,UNCHANGED,
            FGSG_01953.3,FGSG_01953.2,UNCHANGED,
            FGSG_01954.3,FGSG_01954.2,UNCHANGED,
            FGSG_01955.3,FGSG_01955.2,UNCHANGED,
            FGSG_01956.3,FGSG_01956.2,UNCHANGED,
            FGSG_01957.3,FGSG_01957.2,UNCHANGED,
            FGSG_01958.3,FGSG_01958.2,UNCHANGED,
            FGSG_01959.3,FGSG_01959.2,UNCHANGED,
            FGSG_01960.3,FGSG_01960.2,UNCHANGED,
            FGSG_01962.3,FGSG_01962.2,UNCHANGED,
            FGSG_01963.3,FGSG_01963.2,UNCHANGED,
            FGSG_01964.3,FGSG_01964.2,UNCHANGED,
            FGSG_01965.3,FGSG_01965.2,UNCHANGED,
            FGSG_01967.3,FGSG_01967.2,UNCHANGED,
            FGSG_01968.3,FGSG_01968.2,UNCHANGED,
            FGSG_01969.3,FGSG_01969.2,UNCHANGED,
            FGSG_01970.3,FGSG_01970.2,UNCHANGED,
            FGSG_01972.3,FGSG_01972.2,UNCHANGED,
            FGSG_01973.3,FGSG_01973.2,UNCHANGED,
            FGSG_01974.3,FGSG_01974.2,UNCHANGED,
            FGSG_01975.3,FGSG_01975.2,UNCHANGED,
            FGSG_01976.3,FGSG_01976.2,UNCHANGED,
            FGSG_01977.3,FGSG_01977.2,UNCHANGED,
            FGSG_01978.3,FGSG_01978.2,UNCHANGED,
            FGSG_01979.3,FGSG_01979.2,UNCHANGED,
            FGSG_01980.3,FGSG_01980.2,UNCHANGED,
            FGSG_01981.3,FGSG_01981.2,UNCHANGED,
            FGSG_01982.3,FGSG_01982.2,UNCHANGED,
            FGSG_01983.3,FGSG_01983.2,UNCHANGED,
            FGSG_01984.3,FGSG_01984.2,UNCHANGED,
            FGSG_01985.3,FGSG_01985.2,UNCHANGED,
            FGSG_01986.3,FGSG_01986.2,UNCHANGED,
            FGSG_01988.3,FGSG_01988.2,UNCHANGED,
            FGSG_01989.3,FGSG_01989.2,UNCHANGED,
            FGSG_01990.3,FGSG_01990.2,UNCHANGED,
            FGSG_01991.3,FGSG_01991.2,UNCHANGED,
            FGSG_01992.3,FGSG_01992.2,UNCHANGED,
            FGSG_01993.3,FGSG_01993.2,UNCHANGED,
            FGSG_01994.3,FGSG_01994.2,UNCHANGED,
            FGSG_01995.3,FGSG_01995.2,UNCHANGED,
            FGSG_01997.3,FGSG_01997.2,UNCHANGED,
            FGSG_02000.3,FGSG_02000.2,UNCHANGED,
            FGSG_02001.3,FGSG_02001.2,UNCHANGED,
            FGSG_02002.3,FGSG_02002.2,UNCHANGED,
            FGSG_02003.3,FGSG_02003.2,UNCHANGED,
            FGSG_02004.3,FGSG_02004.2,UNCHANGED,
            FGSG_02006.3,FGSG_02006.2,UNCHANGED,
            FGSG_02007.3,FGSG_02007.2,UNCHANGED,
            FGSG_02008.3,FGSG_02008.2,UNCHANGED,
            FGSG_02009.3,FGSG_02009.2,UNCHANGED,
            FGSG_02010.3,FGSG_02010.2,UNCHANGED,
            FGSG_02011.3,FGSG_02011.2,UNCHANGED,
            FGSG_02012.3,FGSG_02012.2,UNCHANGED,
            FGSG_02013.3,FGSG_02013.2,UNCHANGED,
            FGSG_02014.3,FGSG_02014.2,UNCHANGED,
            FGSG_02015.3,FGSG_02015.2,UNCHANGED,
            FGSG_02016.3,FGSG_02016.2,UNCHANGED,
            FGSG_02017.3,FGSG_02017.2,UNCHANGED,
            FGSG_02018.3,FGSG_02018.2,UNCHANGED,
            FGSG_02019.3,FGSG_02019.2,UNCHANGED,
            FGSG_02020.3,FGSG_02020.2,UNCHANGED,
            FGSG_02021.3,FGSG_02021.2,UNCHANGED,
            FGSG_02022.3,FGSG_02022.2,UNCHANGED,
            FGSG_02023.3,FGSG_02023.2,UNCHANGED,
            FGSG_02024.3,FGSG_02024.2,UNCHANGED,
            FGSG_02025.3,FGSG_02025.2,UNCHANGED,
            FGSG_02026.3,FGSG_02026.2,UNCHANGED,
            FGSG_02027.3,FGSG_02027.2,UNCHANGED,
            FGSG_02028.3,FGSG_02028.2,UNCHANGED,
            FGSG_02029.3,FGSG_02029.2,UNCHANGED,
            FGSG_02030.3,FGSG_02030.2,UNCHANGED,
            FGSG_02031.3,FGSG_02031.2,UNCHANGED,
            FGSG_02032.3,FGSG_02032.2,UNCHANGED,
            FGSG_02033.3,FGSG_02033.2,UNCHANGED,
            FGSG_02034.3,FGSG_02034.2,UNCHANGED,
            FGSG_02035.3,FGSG_02035.2,UNCHANGED,
            FGSG_02036.3,FGSG_02036.2,UNCHANGED,
            FGSG_02037.3,FGSG_02037.2,UNCHANGED,
            FGSG_02038.3,FGSG_02038.2,UNCHANGED,
            FGSG_02039.3,FGSG_02039.2,UNCHANGED,
            FGSG_02040.3,FGSG_02040.2,UNCHANGED,
            FGSG_02041.3,FGSG_02041.2,UNCHANGED,
            FGSG_02042.3,FGSG_02042.2,UNCHANGED,
            FGSG_02043.3,FGSG_02043.2,UNCHANGED,
            FGSG_02044.3,FGSG_02044.2,UNCHANGED,
            FGSG_02045.3,FGSG_02045.2,UNCHANGED,
            FGSG_02046.3,FGSG_02046.2,UNCHANGED,
            FGSG_02047.3,FGSG_02047.2,UNCHANGED,
            FGSG_02048.3,FGSG_02048.2,UNCHANGED,
            FGSG_02049.3,FGSG_02049.2,UNCHANGED,
            FGSG_02050.3,FGSG_02050.2,UNCHANGED,
            FGSG_02051.3,FGSG_02051.2,UNCHANGED,
            FGSG_02052.3,FGSG_02052.2,UNCHANGED,
            FGSG_02053.3,FGSG_02053.2,UNCHANGED,
            FGSG_02054.3,FGSG_02054.2,UNCHANGED,
            FGSG_02055.3,FGSG_02055.2,UNCHANGED,
            FGSG_02056.3,FGSG_02056.2,UNCHANGED,
            FGSG_02058.3,FGSG_02058.2,UNCHANGED,
            FGSG_02059.3,FGSG_02059.2,UNCHANGED,
            FGSG_02060.3,FGSG_02060.2,UNCHANGED,
            FGSG_02061.3,FGSG_02061.2,UNCHANGED,
            FGSG_02062.3,FGSG_02062.2,UNCHANGED,
            FGSG_02063.3,FGSG_02063.2,UNCHANGED,
            FGSG_02064.3,FGSG_02064.2,UNCHANGED,
            FGSG_02065.3,FGSG_02065.2,UNCHANGED,
            FGSG_02066.3,FGSG_02066.2,UNCHANGED,
            FGSG_02067.3,FGSG_02067.2,UNCHANGED,
            FGSG_02068.3,FGSG_02068.2,UNCHANGED,
            FGSG_02069.3,FGSG_02069.2,UNCHANGED,
            FGSG_02070.3,FGSG_02070.2,UNCHANGED,
            FGSG_02071.3,FGSG_02071.2,UNCHANGED,
            FGSG_02072.3,FGSG_02072.2,UNCHANGED,
            FGSG_02073.3,FGSG_02073.2,UNCHANGED,
            FGSG_02074.3,FGSG_02074.2,UNCHANGED,
            FGSG_02075.3,FGSG_02075.2,UNCHANGED,
            FGSG_02076.3,FGSG_02076.2,UNCHANGED,
            FGSG_02077.3,FGSG_02077.2,UNCHANGED,
            FGSG_02078.3,FGSG_02078.2,UNCHANGED,
            FGSG_02079.3,FGSG_02079.2,UNCHANGED,
            FGSG_02080.3,FGSG_02080.2,UNCHANGED,
            FGSG_02081.3,FGSG_02081.2,UNCHANGED,
            FGSG_02082.3,FGSG_02082.2,UNCHANGED,
            FGSG_02083.3,FGSG_02083.2,UNCHANGED,
            FGSG_02084.3,FGSG_02084.2,UNCHANGED,
            FGSG_02085.3,FGSG_02085.2,UNCHANGED,
            FGSG_02086.3,FGSG_02086.2,UNCHANGED,
            FGSG_02087.3,FGSG_02087.2,UNCHANGED,
            FGSG_02088.3,FGSG_02088.2,UNCHANGED,
            FGSG_02089.3,FGSG_02089.2,UNCHANGED,
            FGSG_02090.3,FGSG_02090.2,UNCHANGED,
            FGSG_02091.3,FGSG_02091.2,UNCHANGED,
            FGSG_02092.3,FGSG_02092.2,UNCHANGED,
            FGSG_02093.3,FGSG_02093.2,UNCHANGED,
            FGSG_02094.3,FGSG_02094.2,CHANGE,TRUNCATED
            FGSG_02095.3,FGSG_02095.2,UNCHANGED,
            FGSG_02096.3,FGSG_02096.2,UNCHANGED,
            FGSG_02097.3,FGSG_02097.2,UNCHANGED,
            FGSG_02098.3,FGSG_02098.2,UNCHANGED,
            FGSG_02099.3,FGSG_02099.2,UNCHANGED,
            FGSG_02100.3,FGSG_02100.2,UNCHANGED,
            FGSG_02101.3,FGSG_02101.2,UNCHANGED,
            FGSG_02102.3,FGSG_02102.2,UNCHANGED,
            FGSG_02103.3,FGSG_02103.2,UNCHANGED,
            FGSG_02104.3,FGSG_02104.2,UNCHANGED,
            FGSG_02105.3,FGSG_02105.2,UNCHANGED,
            FGSG_02106.3,FGSG_02106.2,UNCHANGED,
            FGSG_02108.3,FGSG_02108.2,UNCHANGED,
            FGSG_02109.3,FGSG_02109.2,UNCHANGED,
            FGSG_02110.3,FGSG_02110.2,UNCHANGED,
            FGSG_02111.3,FGSG_02111.2,UNCHANGED,
            FGSG_02112.3,FGSG_02112.2,UNCHANGED,
            FGSG_02113.3,FGSG_02113.2,UNCHANGED,
            FGSG_02114.3,FGSG_02114.2,UNCHANGED,
            FGSG_02115.3,FGSG_02115.2,UNCHANGED,
            FGSG_02116.3,FGSG_02116.2,UNCHANGED,
            FGSG_02117.3,FGSG_02117.2,UNCHANGED,
            FGSG_02118.3,FGSG_02118.2,UNCHANGED,
            FGSG_02119.3,FGSG_02119.2,UNCHANGED,
            FGSG_02120.3,FGSG_02120.2,UNCHANGED,
            FGSG_02121.3,FGSG_02121.2,UNCHANGED,
            FGSG_02123.3,FGSG_02123.2,UNCHANGED,
            FGSG_02124.3,FGSG_02124.2,UNCHANGED,
            FGSG_02125.3,FGSG_02125.2,UNCHANGED,
            FGSG_02126.3,FGSG_02126.2,UNCHANGED,
            FGSG_02127.3,FGSG_02127.2,UNCHANGED,
            FGSG_02128.3,FGSG_02128.2,UNCHANGED,
            FGSG_02129.3,FGSG_02129.2,UNCHANGED,
            FGSG_02130.3,FGSG_02130.2,UNCHANGED,
            FGSG_02131.3,FGSG_02131.2,UNCHANGED,
            FGSG_02133.3,FGSG_02133.2,UNCHANGED,
            FGSG_02134.3,FGSG_02134.2,UNCHANGED,
            FGSG_02135.3,FGSG_02135.2,UNCHANGED,
            FGSG_02136.3,FGSG_02136.2,UNCHANGED,
            FGSG_02137.3,FGSG_02137.2,UNCHANGED,
            FGSG_02138.3,FGSG_02138.2,UNCHANGED,
            FGSG_02139.3,FGSG_02139.2,UNCHANGED,
            FGSG_02140.3,FGSG_02140.2,UNCHANGED,
            FGSG_02141.3,FGSG_02141.2,UNCHANGED,
            FGSG_02142.3,FGSG_02142.2,UNCHANGED,
            FGSG_02143.3,FGSG_02143.2,UNCHANGED,
            FGSG_02144.3,FGSG_02144.2,UNCHANGED,
            FGSG_02145.3,FGSG_02145.2,UNCHANGED,
            FGSG_02146.3,FGSG_02146.2,UNCHANGED,
            FGSG_02147.3,FGSG_02147.2,UNCHANGED,
            FGSG_02148.3,FGSG_02148.2,UNCHANGED,
            FGSG_02149.3,FGSG_02149.2,UNCHANGED,
            FGSG_02150.3,FGSG_02150.2,UNCHANGED,
            FGSG_02151.3,FGSG_02151.2,UNCHANGED,
            FGSG_02152.3,FGSG_02152.2,UNCHANGED,
            FGSG_02153.3,FGSG_02153.2,UNCHANGED,
            FGSG_02154.3,FGSG_02154.2,UNCHANGED,
            FGSG_02155.3,FGSG_02155.2,UNCHANGED,
            FGSG_02157.3,FGSG_02157.2,UNCHANGED,
            FGSG_02158.3,FGSG_02158.2,UNCHANGED,
            FGSG_02159.3,FGSG_02159.2,UNCHANGED,
            FGSG_02160.3,FGSG_02160.2,UNCHANGED,
            FGSG_02161.3,FGSG_02161.2,UNCHANGED,
            FGSG_02162.3,FGSG_02162.2,UNCHANGED,
            FGSG_02163.3,FGSG_02163.2,UNCHANGED,
            FGSG_02164.3,FGSG_02164.2,UNCHANGED,
            FGSG_02165.3,FGSG_02165.2,UNCHANGED,
            FGSG_02167.3,FGSG_02167.2,UNCHANGED,
            FGSG_02168.3,FGSG_02168.2,UNCHANGED,
            FGSG_02169.3,FGSG_02169.2,UNCHANGED,
            FGSG_02170.3,FGSG_02170.2,UNCHANGED,
            FGSG_02171.3,FGSG_02171.2,UNCHANGED,
