#OLD_LOCUS,NEW_LOCUS,UPDATE_TYPE,UPDATE_DETAIL
            FVEG_03772.3,FVEG_03772.2,UNCHANGED,
            FVEG_03773.3,FVEG_03773.2,UNCHANGED,
            FVEG_03774.3,FVEG_03774.2,UNCHANGED,
            FVEG_03775.3,FVEG_03775.2,UNCHANGED,
            FVEG_03776.3,FVEG_03776.2,UNCHANGED,
            FVEG_03777.3,FVEG_03777.2,UNCHANGED,
            FVEG_03778.3,FVEG_03778.2,UNCHANGED,
            FVEG_03779.3,FVEG_03779.2,UNCHANGED,
            FVEG_03780.3,FVEG_03780.2,UNCHANGED,
            FVEG_03781.3,FVEG_03781.2,UNCHANGED,
            FVEG_03782.3,FVEG_03782.2,UNCHANGED,
            FVEG_03783.3,FVEG_03783.2,UNCHANGED,
            FVEG_03784.3,FVEG_03784.2,UNCHANGED,
            FVEG_03785.3,FVEG_03785.2,UNCHANGED,
            FVEG_03786.3,FVEG_03786.2,UNCHANGED,
            FVEG_03787.3,FVEG_03787.2,UNCHANGED,
            FVEG_03788.3,FVEG_03788.2,UNCHANGED,
            FVEG_03789.3,FVEG_03789.2,UNCHANGED,
            FVEG_03790.3,FVEG_03790.2,UNCHANGED,
            FVEG_03791.3,FVEG_03791.2,UNCHANGED,
            FVEG_03792.3,FVEG_03792.2,UNCHANGED,
            FVEG_03793.3,FVEG_03793.2,UNCHANGED,
            FVEG_03794.3,FVEG_03794.2,UNCHANGED,
            FVEG_03795.3,FVEG_03795.2,UNCHANGED,
            FVEG_03796.3,FVEG_03796.2,UNCHANGED,
            FVEG_03797.3,FVEG_03797.2,UNCHANGED,
            FVEG_03798.3,FVEG_03798.2,UNCHANGED,
            FVEG_03799.3,FVEG_03799.2,CHANGE,UTR_CHANGED
            FVEG_03800.3,FVEG_03800.2,UNCHANGED,
            FVEG_03801.3,FVEG_03801.2,UNCHANGED,
            FVEG_03802.3,FVEG_03802.2,UNCHANGED,
            FVEG_03803.3,FVEG_03803.2,UNCHANGED,
            FVEG_03804.3,FVEG_03804.2,UNCHANGED,
            FVEG_03805.3,FVEG_03805.2,UNCHANGED,
            FVEG_03806.3,FVEG_03806.2,UNCHANGED,
            FVEG_03807.3,FVEG_03807.2,UNCHANGED,
            FVEG_03808.3,FVEG_03808.2,UNCHANGED,
            FVEG_03809.3,FVEG_03809.2,UNCHANGED,
            FVEG_03810.3,FVEG_03810.2,UNCHANGED,
            FVEG_03811.3,FVEG_03811.2,UNCHANGED,
            FVEG_03812.3,FVEG_03812.2,UNCHANGED,
            FVEG_03813.3,FVEG_03813.2,UNCHANGED,
            FVEG_03814.3,FVEG_03814.2,UNCHANGED,
            FVEG_03815.3,FVEG_03815.2,UNCHANGED,
            FVEG_03816.3,FVEG_03816.2,UNCHANGED,
            FVEG_03817.3,FVEG_03817.2,UNCHANGED,
            FVEG_03818.3,FVEG_03818.2,UNCHANGED,
            FVEG_03819.3,FVEG_03819.2,UNCHANGED,
            FVEG_03820.3,FVEG_03820.2,UNCHANGED,
            FVEG_03821.3,FVEG_03821.2,UNCHANGED,
            FVEG_03822.3,FVEG_03822.2,UNCHANGED,
            FVEG_03823.3,FVEG_03823.2,UNCHANGED,
            FVEG_03824.3,FVEG_03824.2,UNCHANGED,
            FVEG_03825.3,FVEG_03825.2,UNCHANGED,
            FVEG_03826.3,FVEG_03826.2,UNCHANGED,
            FVEG_03827.3,FVEG_03827.2,UNCHANGED,
            FVEG_03828.3,FVEG_03828.2,UNCHANGED,
            FVEG_03829.3,FVEG_03829.2,UNCHANGED,
            FVEG_03830.3,FVEG_03830.2,UNCHANGED,
            FVEG_03831.3,FVEG_03831.2,UNCHANGED,
            FVEG_03832.3,FVEG_03832.2,UNCHANGED,
            FVEG_03833.3,FVEG_03833.2,UNCHANGED,
            FVEG_03834.3,FVEG_03834.2,UNCHANGED,
            FVEG_03835.3,FVEG_03835.2,CHANGE,UTR_CHANGED
            FVEG_03836.3,FVEG_03836.2,UNCHANGED,
            FVEG_03837.3,FVEG_03837.2,UNCHANGED,
            FVEG_03838.3,FVEG_03838.2,UNCHANGED,
            FVEG_03839.3,FVEG_03839.2,UNCHANGED,
            FVEG_03840.3,FVEG_03840.2,UNCHANGED,
            FVEG_03841.3,FVEG_03841.2,UNCHANGED,
            FVEG_03842.3,FVEG_03842.2,UNCHANGED,
            FVEG_03843.3,FVEG_03843.2,UNCHANGED,
            FVEG_03844.3,FVEG_03844.2,UNCHANGED,
            FVEG_03845.3,FVEG_03845.2,UNCHANGED,
            FVEG_03846.3,FVEG_03846.2,UNCHANGED,
            FVEG_03847.3,FVEG_03847.2,UNCHANGED,
            FVEG_03848.3,FVEG_03848.2,UNCHANGED,
            FVEG_03849.3,FVEG_03849.2,UNCHANGED,
            FVEG_03850.3,FVEG_03850.2,UNCHANGED,
            FVEG_03851.3,FVEG_03851.2,UNCHANGED,
            FVEG_03852.3,FVEG_03852.2,UNCHANGED,
            FVEG_03853.3,FVEG_03853.2,UNCHANGED,
            FVEG_03854.3,FVEG_03854.2,UNCHANGED,
            FVEG_03855.3,FVEG_03855.2,UNCHANGED,
            FVEG_03856.3,FVEG_03856.2,UNCHANGED,
            FVEG_03857.3,FVEG_03857.2,UNCHANGED,
            FVEG_03858.3,FVEG_03858.2,UNCHANGED,
            FVEG_03859.3,FVEG_03859.2,UNCHANGED,
            FVEG_03860.3,FVEG_03860.2,UNCHANGED,
            FVEG_03861.3,FVEG_03861.2,UNCHANGED,
            FVEG_03862.3,FVEG_03862.2,UNCHANGED,
            FVEG_03863.3,FVEG_03863.2,UNCHANGED,
            FVEG_03864.3,FVEG_03864.2,UNCHANGED,
            FVEG_03865.3,FVEG_03865.2,UNCHANGED,
            FVEG_03866.3,FVEG_03866.2,UNCHANGED,
            FVEG_03867.3,FVEG_03867.2,UNCHANGED,
            FVEG_03868.3,FVEG_03868.2,UNCHANGED,
            FVEG_03869.3,FVEG_03869.2,UNCHANGED,
            FVEG_03870.3,FVEG_03870.2,UNCHANGED,
            FVEG_03871.3,FVEG_03871.2,UNCHANGED,
            FVEG_03872.3,FVEG_03872.2,UNCHANGED,
            FVEG_03873.3,FVEG_03873.2,UNCHANGED,
            FVEG_03874.3,FVEG_03874.2,UNCHANGED,
            FVEG_03875.3,FVEG_03875.2,UNCHANGED,
            FVEG_03876.3,FVEG_03876.2,UNCHANGED,
            FVEG_03877.3,FVEG_03877.2,UNCHANGED,
            FVEG_03878.3,FVEG_03878.2,UNCHANGED,
            FVEG_03879.3,FVEG_03879.2,UNCHANGED,
            FVEG_03880.3,FVEG_03880.2,UNCHANGED,
            FVEG_03881.3,FVEG_03881.2,UNCHANGED,
            FVEG_03882.3,,DELETE,
            FVEG_03883.3,FVEG_03883.2,UNCHANGED,
            FVEG_03884.3,FVEG_03884.2,UNCHANGED,
            FVEG_03885.3,FVEG_03885.2,UNCHANGED,
            FVEG_03886.3,FVEG_03886.2,UNCHANGED,
            FVEG_03887.3,FVEG_03887.2,UNCHANGED,
            FVEG_03888.3,FVEG_03888.2,UNCHANGED,
            FVEG_03889.3,FVEG_03889.2,UNCHANGED,
            FVEG_03890.3,FVEG_03890.2,UNCHANGED,
            FVEG_03891.3,FVEG_03891.2,UNCHANGED,
            FVEG_03892.3,FVEG_03892.2,UNCHANGED,
            FVEG_03893.3,FVEG_03893.2,UNCHANGED,
            FVEG_03894.3,FVEG_03894.2,UNCHANGED,
            FVEG_03895.3,FVEG_03895.2,UNCHANGED,
            FVEG_03896.3,FVEG_03896.2,UNCHANGED,
            FVEG_03897.3,FVEG_03897.2,UNCHANGED,
            FVEG_03898.3,FVEG_03898.2,UNCHANGED,
            FVEG_03899.3,FVEG_03899.2,UNCHANGED,
            FVEG_03900.3,,DELETE,
            FVEG_03901.3,FVEG_03901.2,UNCHANGED,
            FVEG_03902.3,FVEG_03902.2,UNCHANGED,
            FVEG_03903.3,FVEG_03903.2,UNCHANGED,
            FVEG_03904.3,FVEG_03904.2,UNCHANGED,
            FVEG_03905.3,FVEG_03905.2,UNCHANGED,
            FVEG_03906.3,FVEG_03906.2,UNCHANGED,
            FVEG_03907.3,FVEG_03907.2,UNCHANGED,
            FVEG_03908.3,FVEG_03908.2,UNCHANGED,
            FVEG_03909.3,FVEG_03909.2,UNCHANGED,
            FVEG_03910.3,FVEG_03910.2,UNCHANGED,
            FVEG_03911.3,FVEG_03911.2,UNCHANGED,
            FVEG_03912.3,FVEG_03912.2,UNCHANGED,
            FVEG_03913.3,FVEG_03913.2,UNCHANGED,
            FVEG_03914.3,FVEG_03914.2,UNCHANGED,
            FVEG_03915.3,FVEG_03915.2,UNCHANGED,
            FVEG_03916.3,FVEG_03916.2,UNCHANGED,
            FVEG_03917.3,FVEG_03917.2,UNCHANGED,
            FVEG_03918.3,,DELETE,
            FVEG_03919.3,FVEG_03919.2,UNCHANGED,
            FVEG_03920.3,FVEG_03920.2,UNCHANGED,
            FVEG_03921.3,FVEG_03921.2,UNCHANGED,
            FVEG_03922.3,FVEG_03922.2,UNCHANGED,
            FVEG_03923.3,FVEG_03923.2,UNCHANGED,
            FVEG_03924.3,FVEG_03924.2,UNCHANGED,
            FVEG_03925.3,FVEG_03925.2,UNCHANGED,
            FVEG_03926.3,FVEG_03926.2,UNCHANGED,
            FVEG_03927.3,FVEG_03927.2,UNCHANGED,
            FVEG_03928.3,FVEG_03928.2,UNCHANGED,
            FVEG_03929.3,FVEG_03929.2,UNCHANGED,
            FVEG_03930.3,FVEG_03930.2,UNCHANGED,
            FVEG_03931.3,FVEG_03931.2,UNCHANGED,
            FVEG_03932.3,FVEG_03932.2,UNCHANGED,
            FVEG_03933.3,FVEG_03933.2,UNCHANGED,
            FVEG_03934.3,FVEG_03934.2,UNCHANGED,
            FVEG_03935.3,FVEG_03935.2,UNCHANGED,
            FVEG_03936.3,FVEG_03936.2,UNCHANGED,
            FVEG_03937.3,FVEG_03937.2,UNCHANGED,
            FVEG_03938.3,FVEG_03938.2,UNCHANGED,
            FVEG_03939.3,FVEG_03939.2,UNCHANGED,
            FVEG_03940.3,FVEG_03940.2,UNCHANGED,
            FVEG_03941.3,FVEG_03941.2,UNCHANGED,
            FVEG_03942.3,FVEG_03942.2,UNCHANGED,
            FVEG_03943.3,FVEG_03943.2,UNCHANGED,
            FVEG_03944.3,FVEG_03944.2,UNCHANGED,
            FVEG_03945.3,FVEG_03945.2,UNCHANGED,
            FVEG_03946.3,FVEG_03946.2,UNCHANGED,
            FVEG_03947.3,FVEG_03947.2,UNCHANGED,
            FVEG_03948.3,FVEG_03948.2,UNCHANGED,
            FVEG_03949.3,FVEG_03949.2,UNCHANGED,
            FVEG_03950.3,FVEG_03950.2,UNCHANGED,
            FVEG_03951.3,FVEG_03951.2,UNCHANGED,
            FVEG_03952.3,FVEG_03952.2,UNCHANGED,
            FVEG_03953.3,FVEG_03953.2,UNCHANGED,
            FVEG_03954.3,FVEG_03954.2,UNCHANGED,
            FVEG_03955.3,FVEG_03955.2,UNCHANGED,
            FVEG_03956.3,FVEG_03956.2,UNCHANGED,
            FVEG_03957.3,FVEG_03957.2,UNCHANGED,
            FVEG_03958.3,FVEG_03958.2,UNCHANGED,
            FVEG_03959.3,FVEG_03959.2,UNCHANGED,
            FVEG_03960.3,FVEG_03960.2,UNCHANGED,
            FVEG_03961.3,FVEG_03961.2,UNCHANGED,
            FVEG_03962.3,FVEG_03962.2,UNCHANGED,
            FVEG_03963.3,FVEG_03963.2,UNCHANGED,
            FVEG_03964.3,FVEG_03964.2,UNCHANGED,
            FVEG_03965.3,FVEG_03965.2,UNCHANGED,
            FVEG_03966.3,FVEG_03966.2,UNCHANGED,
            FVEG_03967.3,FVEG_03967.2,UNCHANGED,
            FVEG_03968.3,FVEG_03968.2,UNCHANGED,
            FVEG_03969.3,FVEG_03969.2,UNCHANGED,
            FVEG_03970.3,FVEG_03970.2,UNCHANGED,
            FVEG_03971.3,FVEG_03971.2,UNCHANGED,
            FVEG_03972.3,FVEG_03972.2,UNCHANGED,
            FVEG_03973.3,FVEG_03973.2,UNCHANGED,
            FVEG_03974.3,FVEG_03974.2,UNCHANGED,
            FVEG_03975.3,FVEG_03975.2,UNCHANGED,
            FVEG_03976.3,FVEG_03976.2,UNCHANGED,
            FVEG_03977.3,FVEG_03977.2,UNCHANGED,
            FVEG_03978.3,FVEG_03978.2,UNCHANGED,
            FVEG_03979.3,FVEG_03979.2,UNCHANGED,
            FVEG_03980.3,FVEG_03980.2,UNCHANGED,
            FVEG_03981.3,FVEG_03981.2,UNCHANGED,
            FVEG_03982.3,FVEG_03982.2,UNCHANGED,
            FVEG_03983.3,FVEG_03983.2,UNCHANGED,
            FVEG_03984.3,FVEG_03984.2,UNCHANGED,
            FVEG_03985.3,FVEG_03985.2,UNCHANGED,
            FVEG_03986.3,FVEG_03986.2,UNCHANGED,
            FVEG_03987.3,FVEG_03987.2,UNCHANGED,
            FVEG_03988.3,FVEG_03988.2,UNCHANGED,
            FVEG_03989.3,FVEG_03989.2,UNCHANGED,
            FVEG_03990.3,FVEG_03990.2,UNCHANGED,
            FVEG_03991.3,FVEG_03991.2,UNCHANGED,
            FVEG_03992.3,FVEG_03992.2,UNCHANGED,
            FVEG_03993.3,FVEG_03993.2,UNCHANGED,
            FVEG_03994.3,FVEG_03994.2,UNCHANGED,
            FVEG_03995.3,FVEG_03995.2,UNCHANGED,
            FVEG_03996.3,FVEG_03996.2,UNCHANGED,
            FVEG_03997.3,FVEG_03997.2,UNCHANGED,
            FVEG_03998.3,FVEG_03998.2,UNCHANGED,
            FVEG_03999.3,FVEG_03999.2,UNCHANGED,
            FVEG_04000.3,FVEG_04000.2,UNCHANGED,
            FVEG_04001.3,FVEG_04001.2,UNCHANGED,
            FVEG_04002.3,FVEG_04002.2,UNCHANGED,
            FVEG_04003.3,FVEG_04003.2,UNCHANGED,
            FVEG_04004.3,FVEG_04004.2,UNCHANGED,
            FVEG_04005.3,FVEG_04005.2,UNCHANGED,
            FVEG_04006.3,FVEG_04006.2,UNCHANGED,
            FVEG_04007.3,FVEG_04007.2,UNCHANGED,
            FVEG_04008.3,FVEG_04008.2,UNCHANGED,
            FVEG_04009.3,FVEG_04009.2,UNCHANGED,
            FVEG_04010.3,FVEG_04010.2,UNCHANGED,
            FVEG_04011.3,FVEG_04011.2,UNCHANGED,
            FVEG_04012.3,FVEG_04012.2,UNCHANGED,
            FVEG_04013.3,FVEG_04013.2,UNCHANGED,
            FVEG_04014.3,FVEG_04014.2,UNCHANGED,
            FVEG_04015.3,FVEG_04015.2,UNCHANGED,
            FVEG_04016.3,FVEG_04016.2,UNCHANGED,
            FVEG_04017.3,FVEG_04017.2,UNCHANGED,
            FVEG_04018.3,FVEG_04018.2,UNCHANGED,
            FVEG_04019.3,FVEG_04019.2,UNCHANGED,
            FVEG_04020.3,FVEG_04020.2,UNCHANGED,
            FVEG_04021.3,FVEG_04021.2,UNCHANGED,
            FVEG_04022.3,FVEG_04022.2,UNCHANGED,
            FVEG_04023.3,FVEG_04023.2,UNCHANGED,
            FVEG_04024.3,FVEG_04024.2,UNCHANGED,
            FVEG_04025.3,FVEG_04025.2,UNCHANGED,
            FVEG_04026.3,FVEG_04026.2,UNCHANGED,
            FVEG_04027.3,FVEG_04027.2,UNCHANGED,
            FVEG_04028.3,FVEG_04028.2,UNCHANGED,
            FVEG_04029.3,FVEG_04029.2,UNCHANGED,
            FVEG_04030.3,FVEG_04030.2,UNCHANGED,
            FVEG_04031.3,FVEG_04031.2,UNCHANGED,
            FVEG_04032.3,FVEG_04032.2,UNCHANGED,
            FVEG_04033.3,FVEG_04033.2,UNCHANGED,
            FVEG_04034.3,FVEG_04034.2,UNCHANGED,
            FVEG_04035.3,FVEG_04035.2,UNCHANGED,
            FVEG_04036.3,FVEG_04036.2,UNCHANGED,
            FVEG_04037.3,FVEG_04037.2,UNCHANGED,
            FVEG_04038.3,FVEG_04038.2,UNCHANGED,
            FVEG_04039.3,FVEG_04039.2,UNCHANGED,
            FVEG_04040.3,FVEG_04040.2,UNCHANGED,
            FVEG_04041.3,FVEG_04041.2,UNCHANGED,
            FVEG_04042.3,FVEG_04042.2,UNCHANGED,
            FVEG_04043.3,FVEG_04043.2,UNCHANGED,
            FVEG_04044.3,FVEG_04044.2,UNCHANGED,
            FVEG_04045.3,FVEG_04045.2,UNCHANGED,
            FVEG_04046.3,FVEG_04046.2,UNCHANGED,
            FVEG_04047.3,FVEG_04047.2,UNCHANGED,
            FVEG_04048.3,FVEG_04048.2,UNCHANGED,
            FVEG_04049.3,FVEG_04049.2,UNCHANGED,
            FVEG_04050.3,FVEG_04050.2,UNCHANGED,
            FVEG_04051.3,FVEG_04051.2,UNCHANGED,
            FVEG_04052.3,FVEG_04052.2,UNCHANGED,
            FVEG_04053.3,FVEG_04053.2,UNCHANGED,
            FVEG_04054.3,FVEG_04054.2,UNCHANGED,
            FVEG_04055.3,FVEG_04055.2,UNCHANGED,
            FVEG_04056.3,FVEG_04056.2,UNCHANGED,
            FVEG_04057.3,FVEG_04057.2,UNCHANGED,
            FVEG_04058.3,FVEG_04058.2,UNCHANGED,
            FVEG_04059.3,FVEG_04059.2,UNCHANGED,
            FVEG_04060.3,FVEG_04060.2,UNCHANGED,
            FVEG_04061.3,FVEG_04061.2,UNCHANGED,
            FVEG_04062.3,FVEG_04062.2,UNCHANGED,
            FVEG_04063.3,FVEG_04063.2,UNCHANGED,
            FVEG_04064.3,FVEG_04064.2,UNCHANGED,
            FVEG_04065.3,FVEG_04065.2,UNCHANGED,
            FVEG_04066.3,FVEG_04066.2,UNCHANGED,
            FVEG_04067.3,FVEG_04067.2,UNCHANGED,
            FVEG_04068.3,FVEG_04068.2,UNCHANGED,
            FVEG_04069.3,FVEG_04069.2,UNCHANGED,
            FVEG_04070.3,FVEG_04070.2,UNCHANGED,
            FVEG_04071.3,FVEG_04071.2,UNCHANGED,
            FVEG_04072.3,FVEG_04072.2,UNCHANGED,
            FVEG_04073.3,FVEG_04073.2,UNCHANGED,
            FVEG_04074.3,FVEG_04074.2,UNCHANGED,
            FVEG_04075.3,FVEG_04075.2,UNCHANGED,
            FVEG_04076.3,FVEG_04076.2,UNCHANGED,
            FVEG_04077.3,FVEG_04077.2,UNCHANGED,
            FVEG_04078.3,FVEG_04078.2,UNCHANGED,
            FVEG_04079.3,FVEG_04079.2,UNCHANGED,
            FVEG_04080.3,FVEG_04080.2,UNCHANGED,
            FVEG_04081.3,FVEG_04081.2,UNCHANGED,
            FVEG_04082.3,FVEG_04082.2,UNCHANGED,
            FVEG_04083.3,FVEG_04083.2,UNCHANGED,
            FVEG_04084.3,FVEG_04084.2,UNCHANGED,
            FVEG_04085.3,FVEG_04085.2,UNCHANGED,
            FVEG_04086.3,FVEG_04086.2,UNCHANGED,
            FVEG_04087.3,FVEG_04087.2,UNCHANGED,
            FVEG_04088.3,FVEG_04088.2,UNCHANGED,
            FVEG_04089.3,FVEG_04089.2,UNCHANGED,
            FVEG_04090.3,FVEG_04090.2,UNCHANGED,
            FVEG_04091.3,FVEG_04091.2,UNCHANGED,
            FVEG_04092.3,FVEG_04092.2,UNCHANGED,
            FVEG_04093.3,FVEG_04093.2,UNCHANGED,
            FVEG_04094.3,FVEG_04094.2,UNCHANGED,
            FVEG_04095.3,FVEG_04095.2,UNCHANGED,
            FVEG_04096.3,FVEG_04096.2,UNCHANGED,
            FVEG_04097.3,FVEG_04097.2,UNCHANGED,
            FVEG_04098.3,FVEG_04098.2,UNCHANGED,
            FVEG_04099.3,FVEG_04099.2,UNCHANGED,
            FVEG_04100.3,FVEG_04100.2,UNCHANGED,
            FVEG_04101.3,FVEG_04101.2,UNCHANGED,
            FVEG_04102.3,FVEG_04102.2,UNCHANGED,
            FVEG_04103.3,FVEG_04103.2,UNCHANGED,
            FVEG_04104.3,FVEG_04104.2,UNCHANGED,
            FVEG_04105.3,FVEG_04105.2,UNCHANGED,
            FVEG_04106.3,FVEG_04106.2,UNCHANGED,
            FVEG_04107.3,FVEG_04107.2,UNCHANGED,
            FVEG_04108.3,FVEG_04108.2,UNCHANGED,
            FVEG_04109.3,FVEG_04109.2,UNCHANGED,
            FVEG_04110.3,FVEG_04110.2,UNCHANGED,
            FVEG_04111.3,FVEG_04111.2,UNCHANGED,
            FVEG_04112.3,,DELETE,
            FVEG_04113.3,FVEG_04113.2,UNCHANGED,
            FVEG_04114.3,FVEG_04114.2,UNCHANGED,
            FVEG_04115.3,FVEG_04115.2,UNCHANGED,
            FVEG_04116.3,FVEG_04116.2,UNCHANGED,
            FVEG_04117.3,FVEG_04117.2,UNCHANGED,
            FVEG_04118.3,FVEG_04118.2,UNCHANGED,
            FVEG_04119.3,FVEG_04119.2,UNCHANGED,
            FVEG_04120.3,FVEG_04120.2,UNCHANGED,
            FVEG_04121.3,FVEG_04121.2,UNCHANGED,
            FVEG_04122.3,FVEG_04122.2,UNCHANGED,
            FVEG_04123.3,FVEG_04123.2,UNCHANGED,
            FVEG_04124.3,FVEG_04124.2,UNCHANGED,
            FVEG_04125.3,FVEG_04125.2,UNCHANGED,
            FVEG_04126.3,FVEG_04126.2,UNCHANGED,
            FVEG_04127.3,FVEG_04127.2,UNCHANGED,
            FVEG_04128.3,FVEG_04128.2,UNCHANGED,
            FVEG_04129.3,FVEG_04129.2,UNCHANGED,
            FVEG_04130.3,FVEG_04130.2,UNCHANGED,
            FVEG_04131.3,FVEG_04131.2,UNCHANGED,
            FVEG_04132.3,FVEG_04132.2,UNCHANGED,
            FVEG_04133.3,FVEG_04133.2,UNCHANGED,
            FVEG_04134.3,FVEG_04134.2,UNCHANGED,
            FVEG_04135.3,FVEG_04135.2,UNCHANGED,
            FVEG_04136.3,FVEG_04136.2,UNCHANGED,
            FVEG_04137.3,FVEG_04137.2,UNCHANGED,
            FVEG_04138.3,FVEG_04138.2,UNCHANGED,
            FVEG_04139.3,FVEG_04139.2,UNCHANGED,
            FVEG_04140.3,FVEG_04140.2,UNCHANGED,
            FVEG_04141.3,FVEG_04141.2,UNCHANGED,
            FVEG_04142.3,FVEG_04142.2,UNCHANGED,
            FVEG_04143.3,,DELETE,
            FVEG_04144.3,FVEG_04144.2,UNCHANGED,
            FVEG_04145.3,FVEG_04145.2,UNCHANGED,
            FVEG_04146.3,FVEG_04146.2,UNCHANGED,
            FVEG_04147.3,FVEG_04147.2,UNCHANGED,
            FVEG_04148.3,FVEG_04148.2,UNCHANGED,
            FVEG_04149.3,FVEG_04149.2,UNCHANGED,
            FVEG_04150.3,FVEG_04150.2,UNCHANGED,
            FVEG_04151.3,FVEG_04151.2,UNCHANGED,
            FVEG_04152.3,FVEG_04152.2,UNCHANGED,
            FVEG_04153.3,FVEG_04153.2,UNCHANGED,
            FVEG_04154.3,FVEG_04154.2,UNCHANGED,
            FVEG_04155.3,FVEG_04155.2,UNCHANGED,
            FVEG_04156.3,FVEG_04156.2,UNCHANGED,
            FVEG_04157.3,FVEG_04157.2,UNCHANGED,
            FVEG_04158.3,FVEG_04158.2,UNCHANGED,
            FVEG_04159.3,FVEG_04159.2,UNCHANGED,
            FVEG_04160.3,FVEG_04160.2,UNCHANGED,
            FVEG_04161.3,FVEG_04161.2,UNCHANGED,
            FVEG_04162.3,FVEG_04162.2,UNCHANGED,
            FVEG_04163.3,FVEG_04163.2,UNCHANGED,
            FVEG_04164.3,FVEG_04164.2,UNCHANGED,
            FVEG_04165.3,FVEG_04165.2,UNCHANGED,
            FVEG_04166.3,FVEG_04166.2,UNCHANGED,
            FVEG_04167.3,FVEG_04167.2,UNCHANGED,
            FVEG_04168.3,FVEG_04168.2,UNCHANGED,
            FVEG_04169.3,FVEG_04169.2,UNCHANGED,
            FVEG_04170.3,FVEG_04170.2,UNCHANGED,
            FVEG_04171.3,FVEG_04171.2,UNCHANGED,
            FVEG_04172.3,FVEG_04172.2,UNCHANGED,
            FVEG_04173.3,FVEG_04173.2,UNCHANGED,
            FVEG_04174.3,FVEG_04174.2,UNCHANGED,
            FVEG_04175.3,FVEG_04175.2,UNCHANGED,
            FVEG_04176.3,FVEG_04176.2,UNCHANGED,
            FVEG_04177.3,FVEG_04177.2,UNCHANGED,
            FVEG_04178.3,FVEG_04178.2,UNCHANGED,
            FVEG_04179.3,FVEG_04179.2,UNCHANGED,
            FVEG_04180.3,FVEG_04180.2,UNCHANGED,
            FVEG_04181.3,FVEG_04181.2,UNCHANGED,
            FVEG_04182.3,FVEG_04182.2,UNCHANGED,
            FVEG_04183.3,FVEG_04183.2,UNCHANGED,
            FVEG_04184.3,FVEG_04184.2,UNCHANGED,
            FVEG_04185.3,FVEG_04185.2,UNCHANGED,
            FVEG_04186.3,FVEG_04186.2,UNCHANGED,
            FVEG_04187.3,FVEG_04187.2,UNCHANGED,
            FVEG_04188.3,FVEG_04188.2,CHANGE,EVIDENCE_CHANGED
            FVEG_04189.3,,DELETE,
            FVEG_04190.3,FVEG_04190.2,UNCHANGED,
            FVEG_04191.3,FVEG_04191.2,UNCHANGED,
            FVEG_04192.3,FVEG_04192.2,UNCHANGED,
            FVEG_04193.3,FVEG_04193.2,UNCHANGED,
            FVEG_04194.3,FVEG_04194.2,UNCHANGED,
            FVEG_04195.3,FVEG_04195.2,UNCHANGED,
            FVEG_04196.3,FVEG_04196.2,UNCHANGED,
            FVEG_04197.3,FVEG_04197.2,UNCHANGED,
            FVEG_04198.3,FVEG_04198.2,UNCHANGED,
            FVEG_04199.3,FVEG_04199.2,UNCHANGED,
            FVEG_04200.3,FVEG_04200.2,UNCHANGED,
            FVEG_04201.3,FVEG_04201.2,UNCHANGED,
            FVEG_04202.3,FVEG_04202.2,UNCHANGED,
            FVEG_04203.3,FVEG_04203.2,UNCHANGED,
            FVEG_04204.3,FVEG_04204.2,UNCHANGED,
            FVEG_04205.3,FVEG_04205.2,UNCHANGED,
            FVEG_04206.3,FVEG_04206.2,UNCHANGED,
            FVEG_04207.3,FVEG_04207.2,UNCHANGED,
            FVEG_04208.3,FVEG_04208.2,UNCHANGED,
            FVEG_04209.3,FVEG_04209.2,UNCHANGED,
            FVEG_04210.3,FVEG_04210.2,UNCHANGED,
            FVEG_04211.3,FVEG_04211.2,UNCHANGED,
            FVEG_04212.3,FVEG_04212.2,UNCHANGED,
            FVEG_04213.3,FVEG_04213.2,UNCHANGED,
            FVEG_04214.3,FVEG_04214.2,UNCHANGED,
            FVEG_04215.3,FVEG_04215.2,UNCHANGED,
            FVEG_04216.3,FVEG_04216.2,UNCHANGED,
            FVEG_04217.3,FVEG_04217.2,UNCHANGED,
            FVEG_04218.3,FVEG_04218.2,UNCHANGED,
            FVEG_04219.3,FVEG_04219.2,UNCHANGED,
            FVEG_04220.3,FVEG_04220.2,UNCHANGED,
            FVEG_04221.3,FVEG_04221.2,UNCHANGED,
            FVEG_04222.3,FVEG_04222.2,UNCHANGED,
            FVEG_04223.3,FVEG_04223.2,UNCHANGED,
            FVEG_04224.3,FVEG_04224.2,UNCHANGED,
            FVEG_04225.3,FVEG_04225.2,UNCHANGED,
            FVEG_04226.3,FVEG_04226.2,UNCHANGED,
            FVEG_04227.3,FVEG_04227.2,UNCHANGED,
            FVEG_04228.3,FVEG_04228.2,UNCHANGED,
            FVEG_04229.3,FVEG_04229.2,UNCHANGED,
            FVEG_04230.3,FVEG_04230.2,UNCHANGED,
            FVEG_04231.3,FVEG_04231.2,UNCHANGED,
            FVEG_04232.3,FVEG_04232.2,UNCHANGED,
            FVEG_04233.3,FVEG_04233.2,UNCHANGED,
            FVEG_04234.3,FVEG_04234.2,UNCHANGED,
            FVEG_04235.3,FVEG_04235.2,UNCHANGED,
            FVEG_04236.3,FVEG_04236.2,UNCHANGED,
            FVEG_04237.3,FVEG_04237.2,UNCHANGED,
