#OLD_LOCUS,NEW_LOCUS,UPDATE_TYPE,UPDATE_DETAIL
            FOXG_04945.2,FOXG_04945.2,UNCHANGED,
            FOXG_04946.2,FOXG_04946.2,UNCHANGED,
            FOXG_04947.2,FOXG_04947.2,UNCHANGED,
            FOXG_04948.2,FOXG_04948.2,UNCHANGED,
            FOXG_04949.2,FOXG_04949.2,UNCHANGED,
            FOXG_04950.2,FOXG_04950.2,UNCHANGED,
            FOXG_04951.2,FOXG_04951.2,UNCHANGED,
            FOXG_04952.2,FOXG_04952.2,UNCHANGED,
            FOXG_04953.2,FOXG_04953.2,UNCHANGED,
            FOXG_04954.2,FOXG_04954.2,UNCHANGED,
            FOXG_04955.2,FOXG_04955.2,UNCHANGED,
            FOXG_04956.2,FOXG_04956.2,UNCHANGED,
            FOXG_04957.2,FOXG_04957.2,UNCHANGED,
            FOXG_04958.2,FOXG_04958.2,UNCHANGED,
            FOXG_04959.2,FOXG_04959.2,UNCHANGED,
            FOXG_04960.2,FOXG_04960.2,UNCHANGED,
            FOXG_04961.2,FOXG_04961.2,UNCHANGED,
            FOXG_04962.2,FOXG_04962.2,UNCHANGED,
            FOXG_04963.2,FOXG_04963.2,UNCHANGED,
            FOXG_04964.2,FOXG_04964.2,CHANGE,TRUNCATED_NEW_STOP
            FOXG_04965.2,FOXG_04965.2,CHANGE,TRUNCATED_NEW_STOP
            FOXG_04966.2,FOXG_04966.2,UNCHANGED,
            FOXG_04967.2,FOXG_04967.2,UNCHANGED,
            FOXG_04968.2,FOXG_04968.2,UNCHANGED,
            FOXG_04969.2,FOXG_04969.2,UNCHANGED,
            FOXG_04970.2,FOXG_04970.2,UNCHANGED,
            FOXG_04971.2,FOXG_04971.2,UNCHANGED,
            FOXG_04972.2,FOXG_04972.2,UNCHANGED,
            FOXG_04973.2,FOXG_04973.2,UNCHANGED,
            FOXG_04974.2,FOXG_04974.2,UNCHANGED,
            FOXG_04975.2,FOXG_04975.2,UNCHANGED,
            FOXG_04976.2,FOXG_04976.2,UNCHANGED,
            FOXG_04977.2,FOXG_04977.2,UNCHANGED,
            FOXG_04978.2,FOXG_04978.2,UNCHANGED,
            FOXG_04979.2,FOXG_04979.2,UNCHANGED,
            FOXG_04980.2,FOXG_04980.2,UNCHANGED,
            FOXG_04981.2,FOXG_04981.2,UNCHANGED,
            FOXG_04982.2,FOXG_04982.2,UNCHANGED,
            FOXG_04983.2,FOXG_04983.2,UNCHANGED,
            FOXG_04984.2,FOXG_04984.2,UNCHANGED,
            FOXG_04985.2,FOXG_04985.2,UNCHANGED,
            FOXG_04986.2,FOXG_04986.2,UNCHANGED,
            FOXG_04987.2,FOXG_04987.2,UNCHANGED,
            FOXG_04988.2,FOXG_04988.2,UNCHANGED,
            FOXG_04989.2,FOXG_04989.2,UNCHANGED,
            FOXG_04990.2,FOXG_04990.2,UNCHANGED,
            FOXG_04991.2,FOXG_04991.2,UNCHANGED,
            FOXG_04992.2,FOXG_04992.2,UNCHANGED,
            FOXG_04993.2,FOXG_04993.2,UNCHANGED,
            FOXG_04994.2,FOXG_04994.2,UNCHANGED,
            FOXG_04995.2,FOXG_04995.2,UNCHANGED,
            FOXG_04996.2,FOXG_04996.2,UNCHANGED,
            FOXG_04997.2,FOXG_04997.2,UNCHANGED,
            FOXG_04998.2,FOXG_04998.2,UNCHANGED,
            FOXG_04999.2,FOXG_04999.2,UNCHANGED,
            FOXG_05000.2,FOXG_05000.2,UNCHANGED,
            FOXG_05001.2,FOXG_05001.2,UNCHANGED,
            FOXG_05002.2,FOXG_05002.2,UNCHANGED,
            FOXG_05003.2,FOXG_05003.2,UNCHANGED,
            FOXG_05004.2,FOXG_05004.2,UNCHANGED,
            FOXG_05005.2,FOXG_05005.2,UNCHANGED,
            FOXG_05006.2,FOXG_05006.2,UNCHANGED,
            FOXG_05007.2,FOXG_05007.2,UNCHANGED,
            FOXG_05008.2,FOXG_05008.2,UNCHANGED,
            FOXG_05009.2,FOXG_05009.2,UNCHANGED,
            FOXG_05010.2,FOXG_05010.2,UNCHANGED,
            FOXG_05011.2,FOXG_05011.2,UNCHANGED,
            FOXG_05012.2,FOXG_05012.2,UNCHANGED,
            FOXG_05013.2,FOXG_05013.2,UNCHANGED,
            FOXG_05014.2,FOXG_05014.2,UNCHANGED,
            FOXG_05015.2,FOXG_05015.2,UNCHANGED,
            FOXG_05016.2,FOXG_05016.2,UNCHANGED,
            FOXG_05017.2,FOXG_05017.2,UNCHANGED,
            FOXG_05018.2,FOXG_05018.2,CHANGE,TRUNCATED_NEW_STOP
            FOXG_05019.2,FOXG_05019.2,UNCHANGED,
            FOXG_05020.2,FOXG_05020.2,UNCHANGED,
            FOXG_05021.2,FOXG_05021.2,UNCHANGED,
            FOXG_05022.2,FOXG_05022.2,UNCHANGED,
            FOXG_05023.2,FOXG_05023.2,UNCHANGED,
            FOXG_05024.2,FOXG_05024.2,CHANGE,EXTENDED_NEW_STOP
            FOXG_05025.2,FOXG_05025.2,UNCHANGED,
            FOXG_05026.2,FOXG_05026.2,UNCHANGED,
            FOXG_05027.2,FOXG_05027.2,UNCHANGED,
            FOXG_05028.2,FOXG_05028.2,UNCHANGED,
            FOXG_05029.2,FOXG_05029.2,UNCHANGED,
            FOXG_05030.2,FOXG_05030.2,UNCHANGED,
            FOXG_05031.2,FOXG_05031.2,UNCHANGED,
            FOXG_05032.2,FOXG_05032.2,UNCHANGED,
            FOXG_05033.2,FOXG_05033.2,CHANGE,TRUNCATED_NEW_START
            FOXG_05034.2,FOXG_05034.2,UNCHANGED,
            FOXG_05035.2,FOXG_05035.2,UNCHANGED,
            FOXG_05036.2,FOXG_05036.2,UNCHANGED,
            FOXG_05037.2,FOXG_05037.2,UNCHANGED,
            FOXG_05038.2,FOXG_05038.2,UNCHANGED,
            FOXG_05039.2,FOXG_05039.2,UNCHANGED,
            FOXG_05040.2,FOXG_05040.2,UNCHANGED,
            FOXG_05041.2,FOXG_05041.2,UNCHANGED,
            FOXG_05042.2,FOXG_05042.2,UNCHANGED,
            FOXG_05043.2,FOXG_05043.2,UNCHANGED,
            FOXG_05044.2,FOXG_05044.2,UNCHANGED,
            FOXG_05045.2,FOXG_05045.2,UNCHANGED,
            FOXG_05046.2,FOXG_05046.2,UNCHANGED,
            FOXG_05047.2,FOXG_05047.2,UNCHANGED,
            FOXG_05048.2,FOXG_05048.2,UNCHANGED,
            FOXG_05049.2,FOXG_05049.2,UNCHANGED,
            FOXG_05050.2,FOXG_05050.2,UNCHANGED,
            FOXG_05051.2,FOXG_05051.2,UNCHANGED,
            FOXG_05052.2,FOXG_05052.2,UNCHANGED,
            FOXG_05053.2,FOXG_05053.2,UNCHANGED,
            FOXG_05054.2,FOXG_05054.2,UNCHANGED,
            FOXG_05055.2,FOXG_05055.2,UNCHANGED,
            FOXG_05056.2,FOXG_05056.2,UNCHANGED,
            FOXG_05057.2,FOXG_05057.2,UNCHANGED,
            FOXG_05058.2,FOXG_05058.2,UNCHANGED,
            FOXG_05059.2,FOXG_05059.2,UNCHANGED,
            FOXG_05060.2,FOXG_05060.2,UNCHANGED,
            FOXG_05061.2,FOXG_05061.2,UNCHANGED,
            FOXG_05062.2,FOXG_05062.2,UNCHANGED,
            FOXG_05063.2,FOXG_05063.2,UNCHANGED,
            FOXG_05064.2,FOXG_05064.2,UNCHANGED,
            FOXG_05065.2,FOXG_05065.2,UNCHANGED,
            FOXG_05066.2,FOXG_05066.2,UNCHANGED,
            FOXG_05067.2,FOXG_05067.2,UNCHANGED,
            FOXG_05068.2,FOXG_05068.2,UNCHANGED,
            FOXG_05069.2,FOXG_05069.2,UNCHANGED,
            FOXG_05070.2,FOXG_05070.2,UNCHANGED,
            FOXG_05071.2,FOXG_05071.2,UNCHANGED,
            FOXG_05072.2,FOXG_05072.2,UNCHANGED,
            FOXG_05073.2,FOXG_05073.2,UNCHANGED,
            FOXG_05074.2,FOXG_05074.2,UNCHANGED,
            FOXG_05075.2,FOXG_05075.2,UNCHANGED,
            FOXG_05076.2,FOXG_05076.2,UNCHANGED,
            FOXG_05077.2,FOXG_05077.2,UNCHANGED,
            FOXG_05078.2,FOXG_05078.2,UNCHANGED,
            FOXG_05079.2,FOXG_05079.2,UNCHANGED,
            FOXG_05080.2,FOXG_05080.2,UNCHANGED,
            FOXG_05081.2,FOXG_05081.2,UNCHANGED,
            FOXG_05082.2,FOXG_05082.2,UNCHANGED,
            FOXG_05083.2,FOXG_05083.2,UNCHANGED,
            FOXG_05084.2,FOXG_05084.2,UNCHANGED,
            FOXG_05085.2,FOXG_05085.2,UNCHANGED,
            FOXG_05086.2,FOXG_05086.2,UNCHANGED,
            FOXG_05087.2,FOXG_05087.2,UNCHANGED,
            FOXG_05088.2,FOXG_05088.2,UNCHANGED,
            FOXG_05089.2,FOXG_05089.2,UNCHANGED,
            FOXG_05090.2,FOXG_05090.2,UNCHANGED,
            FOXG_05091.2,FOXG_05091.2,CHANGE,TRUNCATED_NEW_START
            FOXG_05092.2,FOXG_05092.2,UNCHANGED,
            FOXG_05093.2,FOXG_05093.2,UNCHANGED,
            FOXG_05094.2,FOXG_05094.2,UNCHANGED,
            FOXG_05095.2,FOXG_05095.2,UNCHANGED,
            FOXG_05096.2,FOXG_05096.2,UNCHANGED,
            FOXG_05097.2,FOXG_05097.2,UNCHANGED,
            FOXG_05098.2,FOXG_05098.2,UNCHANGED,
            FOXG_05099.2,FOXG_05099.2,UNCHANGED,
            FOXG_05100.2,FOXG_05100.2,UNCHANGED,
            FOXG_05101.2,FOXG_05101.2,UNCHANGED,
            FOXG_05102.2,FOXG_05102.2,UNCHANGED,
            FOXG_05103.2,FOXG_05103.2,UNCHANGED,
            FOXG_05104.2,FOXG_05104.2,UNCHANGED,
            FOXG_05105.2,FOXG_05105.2,UNCHANGED,
            FOXG_05106.2,FOXG_05106.2,UNCHANGED,
            FOXG_05107.2,FOXG_05107.2,UNCHANGED,
            FOXG_05108.2,FOXG_05108.2,UNCHANGED,
            FOXG_05109.2,FOXG_05109.2,UNCHANGED,
            FOXG_05110.2,FOXG_05110.2,UNCHANGED,
            FOXG_05111.2,FOXG_05111.2,UNCHANGED,
            FOXG_05112.2,FOXG_05112.2,UNCHANGED,
            FOXG_05113.2,FOXG_05113.2,UNCHANGED,
            FOXG_05114.2,FOXG_05114.2,UNCHANGED,
            FOXG_05115.2,FOXG_05115.2,UNCHANGED,
            FOXG_05116.2,FOXG_05116.2,UNCHANGED,
            FOXG_05117.2,FOXG_05117.2,UNCHANGED,
            FOXG_05118.2,FOXG_05118.2,UNCHANGED,
            FOXG_05119.2,FOXG_05119.2,UNCHANGED,
            FOXG_05120.2,FOXG_05120.2,UNCHANGED,
            FOXG_05121.2,FOXG_05121.2,UNCHANGED,
            FOXG_05122.2,FOXG_05122.2,UNCHANGED,
            FOXG_05123.2,FOXG_05123.2,UNCHANGED,
            FOXG_05124.2,FOXG_05124.2,UNCHANGED,
            FOXG_05125.2,FOXG_05125.2,UNCHANGED,
            FOXG_05126.2,FOXG_05126.2,UNCHANGED,
            FOXG_05127.2,FOXG_05127.2,UNCHANGED,
            FOXG_05128.2,FOXG_05128.2,UNCHANGED,
            FOXG_05129.2,FOXG_05129.2,UNCHANGED,
            FOXG_05130.2,FOXG_05130.2,UNCHANGED,
            FOXG_05131.2,FOXG_05131.2,UNCHANGED,
            FOXG_05132.2,FOXG_05132.2,UNCHANGED,
            FOXG_05133.2,FOXG_05133.2,UNCHANGED,
            FOXG_05134.2,FOXG_05134.2,UNCHANGED,
            FOXG_05135.2,FOXG_05135.2,UNCHANGED,
            FOXG_05136.2,FOXG_05136.2,UNCHANGED,
            FOXG_05137.2,FOXG_05137.2,UNCHANGED,
            FOXG_05138.2,FOXG_05138.2,UNCHANGED,
            FOXG_05139.2,FOXG_05139.2,UNCHANGED,
            FOXG_05140.2,FOXG_05140.2,UNCHANGED,
            FOXG_05141.2,FOXG_05141.2,UNCHANGED,
            FOXG_05142.2,FOXG_05142.2,UNCHANGED,
            FOXG_05143.2,FOXG_05143.2,UNCHANGED,
            FOXG_05144.2,FOXG_05144.2,UNCHANGED,
            FOXG_05145.2,FOXG_05145.2,UNCHANGED,
            FOXG_05146.2,FOXG_05146.2,UNCHANGED,
            FOXG_05147.2,FOXG_05147.2,UNCHANGED,
            FOXG_05148.2,FOXG_05148.2,UNCHANGED,
            FOXG_05149.2,FOXG_05149.2,UNCHANGED,
            FOXG_05150.2,FOXG_05150.2,UNCHANGED,
            FOXG_05151.2,FOXG_05151.2,UNCHANGED,
            FOXG_05152.2,FOXG_05152.2,UNCHANGED,
            FOXG_05153.2,FOXG_05153.2,UNCHANGED,
            FOXG_05154.2,FOXG_05154.2,UNCHANGED,
            FOXG_05155.2,FOXG_05155.2,UNCHANGED,
            FOXG_05156.2,FOXG_05156.2,UNCHANGED,
            FOXG_05157.2,FOXG_05157.2,UNCHANGED,
            FOXG_05158.2,FOXG_05158.2,UNCHANGED,
            FOXG_05159.2,FOXG_05159.2,UNCHANGED,
            FOXG_05160.2,FOXG_05160.2,UNCHANGED,
            FOXG_05161.2,FOXG_05161.2,UNCHANGED,
            FOXG_05162.2,FOXG_05162.2,UNCHANGED,
            FOXG_05163.2,FOXG_05163.2,UNCHANGED,
            FOXG_05164.2,FOXG_05164.2,UNCHANGED,
            FOXG_05165.2,FOXG_05165.2,UNCHANGED,
            FOXG_05166.2,FOXG_05166.2,UNCHANGED,
            FOXG_05167.2,FOXG_05167.2,UNCHANGED,
            FOXG_05168.2,FOXG_05168.2,UNCHANGED,
            FOXG_05169.2,FOXG_05169.2,UNCHANGED,
            FOXG_05170.2,FOXG_05170.2,UNCHANGED,
            FOXG_05171.2,FOXG_05171.2,UNCHANGED,
            FOXG_05172.2,FOXG_05172.2,UNCHANGED,
            FOXG_05173.2,FOXG_05173.2,UNCHANGED,
            FOXG_05174.2,FOXG_05174.2,UNCHANGED,
            FOXG_05175.2,FOXG_05175.2,UNCHANGED,
            FOXG_05176.2,FOXG_05176.2,UNCHANGED,
            FOXG_05177.2,FOXG_05177.2,UNCHANGED,
            FOXG_05178.2,FOXG_05178.2,CHANGE,TRUNCATED_NEW_START
            FOXG_05179.2,FOXG_05179.2,UNCHANGED,
            FOXG_05180.2,FOXG_05180.2,UNCHANGED,
            FOXG_05181.2,FOXG_05181.2,UNCHANGED,
            FOXG_05182.2,FOXG_05182.2,UNCHANGED,
            FOXG_05183.2,FOXG_05183.2,UNCHANGED,
            FOXG_05184.2,FOXG_05184.2,UNCHANGED,
            FOXG_05185.2,FOXG_05185.2,UNCHANGED,
            FOXG_05186.2,FOXG_05186.2,UNCHANGED,
            FOXG_05187.2,FOXG_05187.2,UNCHANGED,
            FOXG_05188.2,FOXG_05188.2,UNCHANGED,
            FOXG_05189.2,FOXG_05189.2,UNCHANGED,
            FOXG_05190.2,FOXG_05190.2,UNCHANGED,
            FOXG_05191.2,FOXG_05191.2,UNCHANGED,
            FOXG_05192.2,FOXG_05192.2,UNCHANGED,
            FOXG_05193.2,FOXG_05193.2,UNCHANGED,
            FOXG_05194.2,FOXG_05194.2,UNCHANGED,
            FOXG_05195.2,FOXG_05195.2,UNCHANGED,
            FOXG_05196.2,FOXG_05196.2,UNCHANGED,
            FOXG_05197.2,FOXG_05197.2,UNCHANGED,
            FOXG_05198.2,FOXG_05198.2,UNCHANGED,
            FOXG_05199.2,FOXG_05199.2,UNCHANGED,
            FOXG_05200.2,FOXG_05200.2,UNCHANGED,
            FOXG_05201.2,FOXG_05201.2,UNCHANGED,
            FOXG_05202.2,FOXG_05202.2,UNCHANGED,
            FOXG_05203.2,FOXG_05203.2,UNCHANGED,
            FOXG_05204.2,FOXG_05204.2,UNCHANGED,
            FOXG_05205.2,FOXG_05205.2,UNCHANGED,
            FOXG_05206.2,FOXG_05206.2,UNCHANGED,
            FOXG_05207.2,FOXG_05207.2,UNCHANGED,
            FOXG_05208.2,FOXG_05208.2,UNCHANGED,
            FOXG_05209.2,FOXG_05209.2,UNCHANGED,
            FOXG_05210.2,FOXG_05210.2,UNCHANGED,
            FOXG_05211.2,FOXG_05211.2,UNCHANGED,
            FOXG_05212.2,FOXG_05212.2,UNCHANGED,
            FOXG_05213.2,FOXG_05213.2,UNCHANGED,
            FOXG_05214.2,FOXG_05214.2,UNCHANGED,
            FOXG_05215.2,FOXG_05215.2,UNCHANGED,
            FOXG_05216.2,FOXG_05216.2,UNCHANGED,
            FOXG_05217.2,FOXG_05217.2,UNCHANGED,
            FOXG_05218.2,FOXG_05218.2,UNCHANGED,
            FOXG_05219.2,FOXG_05219.2,UNCHANGED,
            FOXG_05220.2,FOXG_05220.2,UNCHANGED,
            FOXG_05221.2,FOXG_05221.2,UNCHANGED,
            FOXG_05222.2,FOXG_05222.2,UNCHANGED,
            FOXG_05223.2,FOXG_05223.2,UNCHANGED,
            FOXG_05224.2,FOXG_05224.2,UNCHANGED,
            FOXG_05225.2,FOXG_05225.2,UNCHANGED,
            FOXG_05226.2,FOXG_05226.2,UNCHANGED,
            FOXG_05227.2,FOXG_05227.2,UNCHANGED,
            FOXG_05228.2,FOXG_05228.2,UNCHANGED,
            FOXG_05229.2,FOXG_05229.2,UNCHANGED,
            FOXG_05230.2,FOXG_05230.2,UNCHANGED,
            FOXG_05231.2,FOXG_05231.2,UNCHANGED,
            FOXG_05232.2,FOXG_05232.2,UNCHANGED,
            FOXG_05233.2,FOXG_05233.2,UNCHANGED,
            FOXG_05234.2,FOXG_05234.2,UNCHANGED,
            FOXG_05235.2,FOXG_05235.2,UNCHANGED,
            FOXG_05236.2,FOXG_05236.2,UNCHANGED,
            FOXG_05237.2,FOXG_05237.2,UNCHANGED,
            FOXG_05238.2,FOXG_05238.2,UNCHANGED,
            FOXG_05239.2,FOXG_05239.2,UNCHANGED,
            FOXG_05240.2,FOXG_05240.2,UNCHANGED,
            FOXG_05241.2,FOXG_05241.2,UNCHANGED,
            FOXG_05242.2,FOXG_05242.2,UNCHANGED,
            FOXG_05243.2,FOXG_05243.2,UNCHANGED,
            FOXG_05244.2,FOXG_05244.2,UNCHANGED,
            FOXG_05245.2,FOXG_05245.2,UNCHANGED,
            FOXG_05246.2,FOXG_05246.2,UNCHANGED,
            FOXG_05247.2,FOXG_05247.2,UNCHANGED,
            FOXG_05248.2,FOXG_05248.2,UNCHANGED,
            FOXG_05249.2,FOXG_05249.2,UNCHANGED,
            FOXG_05250.2,FOXG_05250.2,UNCHANGED,
            FOXG_05251.2,FOXG_05251.2,UNCHANGED,
            FOXG_05252.2,FOXG_05252.2,UNCHANGED,
            FOXG_05253.2,FOXG_05253.2,UNCHANGED,
            FOXG_05254.2,FOXG_05254.2,CHANGE,TRUNCATED_NEW_START
            FOXG_05255.2,FOXG_05255.2,UNCHANGED,
            FOXG_05256.2,FOXG_05256.2,UNCHANGED,
            FOXG_05257.2,FOXG_05257.2,UNCHANGED,
            FOXG_05258.2,FOXG_05258.2,UNCHANGED,
            FOXG_05259.2,FOXG_05259.2,CHANGE,TRUNCATED_NEW_START
            FOXG_05260.2,FOXG_05260.2,UNCHANGED,
            FOXG_05261.2,FOXG_05261.2,UNCHANGED,
            FOXG_05262.2,FOXG_05262.2,UNCHANGED,
            FOXG_05263.2,FOXG_05263.2,UNCHANGED,
            FOXG_05264.2,FOXG_05264.2,UNCHANGED,
            FOXG_05265.2,FOXG_05265.2,UNCHANGED,
            FOXG_05266.2,FOXG_05266.2,UNCHANGED,
            FOXG_05267.2,FOXG_05267.2,UNCHANGED,
            FOXG_05268.2,FOXG_05268.2,UNCHANGED,
            FOXG_05269.2,FOXG_05269.2,UNCHANGED,
            FOXG_05270.2,FOXG_05270.2,UNCHANGED,
            FOXG_05271.2,FOXG_05271.2,UNCHANGED,
            FOXG_05272.2,FOXG_05272.2,UNCHANGED,
            FOXG_05273.2,FOXG_05273.2,UNCHANGED,
            FOXG_05274.2,FOXG_05274.2,UNCHANGED,
            FOXG_05275.2,FOXG_05275.2,UNCHANGED,
            FOXG_05276.2,FOXG_05276.2,UNCHANGED,
            FOXG_05277.2,FOXG_05277.2,UNCHANGED,
            FOXG_05278.2,FOXG_05278.2,UNCHANGED,
            FOXG_05279.2,FOXG_05279.2,UNCHANGED,
            FOXG_05280.2,FOXG_05280.2,UNCHANGED,
            FOXG_05281.2,FOXG_05281.2,UNCHANGED,
            FOXG_05282.2,FOXG_05282.2,UNCHANGED,
            FOXG_05283.2,FOXG_05283.2,UNCHANGED,
            FOXG_05284.2,FOXG_05284.2,UNCHANGED,
            FOXG_05285.2,FOXG_05285.2,UNCHANGED,
            FOXG_05286.2,FOXG_05286.2,UNCHANGED,
            FOXG_05287.2,FOXG_05287.2,UNCHANGED,
            FOXG_05288.2,FOXG_05288.2,UNCHANGED,
            FOXG_05289.2,FOXG_05289.2,UNCHANGED,
            FOXG_05290.2,FOXG_05290.2,UNCHANGED,
            FOXG_05291.2,FOXG_05291.2,UNCHANGED,
            FOXG_05292.2,FOXG_05292.2,UNCHANGED,
            FOXG_05293.2,FOXG_05293.2,UNCHANGED,
            FOXG_05294.2,FOXG_05294.2,UNCHANGED,
            FOXG_05295.2,FOXG_05295.2,UNCHANGED,
            FOXG_05296.2,FOXG_05296.2,UNCHANGED,
            FOXG_05297.2,FOXG_05297.2,UNCHANGED,
            FOXG_05298.2,FOXG_05298.2,UNCHANGED,
            FOXG_05299.2,FOXG_05299.2,UNCHANGED,
            FOXG_05300.2,FOXG_05300.2,UNCHANGED,
            FOXG_05301.2,FOXG_05301.2,UNCHANGED,
            FOXG_05302.2,FOXG_05302.2,UNCHANGED,
            FOXG_05303.2,FOXG_05303.2,UNCHANGED,
            FOXG_05304.2,FOXG_05304.2,UNCHANGED,
            FOXG_05305.2,FOXG_05305.2,UNCHANGED,
            FOXG_05306.2,FOXG_05306.2,UNCHANGED,
            FOXG_05307.2,FOXG_05307.2,UNCHANGED,
            FOXG_05308.2,FOXG_05308.2,UNCHANGED,
            FOXG_05309.2,FOXG_05309.2,UNCHANGED,
            FOXG_05310.2,FOXG_05310.2,CHANGE,TRUNCATED_NEW_START
            FOXG_05311.2,FOXG_05311.2,UNCHANGED,
            FOXG_05312.2,FOXG_05312.2,UNCHANGED,
            FOXG_05313.2,FOXG_05313.2,UNCHANGED,
            FOXG_05314.2,FOXG_05314.2,UNCHANGED,
            FOXG_05315.2,FOXG_05315.2,UNCHANGED,
            FOXG_05316.2,FOXG_05316.2,UNCHANGED,
            FOXG_05317.2,FOXG_05317.2,UNCHANGED,
            FOXG_05318.2,FOXG_05318.2,UNCHANGED,
            FOXG_05319.2,FOXG_17752.2,SPLIT,
            FOXG_05319.2,FOXG_17753.2,SPLIT,
            FOXG_05320.2,FOXG_05320.2,UNCHANGED,
            FOXG_05321.2,FOXG_05321.2,UNCHANGED,
            FOXG_05322.2,FOXG_05322.2,UNCHANGED,
            FOXG_05323.2,FOXG_05323.2,UNCHANGED,
            FOXG_05324.2,FOXG_05324.2,UNCHANGED,
            FOXG_05325.2,FOXG_05325.2,UNCHANGED,
            FOXG_05326.2,FOXG_05326.2,UNCHANGED,
            FOXG_05327.2,FOXG_05327.2,UNCHANGED,
            FOXG_05328.2,FOXG_05328.2,UNCHANGED,
            FOXG_05329.2,FOXG_05329.2,UNCHANGED,
            FOXG_05330.2,FOXG_05330.2,UNCHANGED,
            FOXG_05331.2,FOXG_05331.2,UNCHANGED,
            FOXG_05332.2,FOXG_05332.2,UNCHANGED,
            FOXG_05333.2,FOXG_05333.2,UNCHANGED,
            FOXG_05334.2,FOXG_05334.2,UNCHANGED,
            FOXG_05335.2,FOXG_05335.2,UNCHANGED,
            FOXG_05336.2,FOXG_05336.2,UNCHANGED,
            FOXG_05337.2,FOXG_05337.2,UNCHANGED,
            FOXG_05338.2,FOXG_05338.2,UNCHANGED,
            FOXG_05339.2,FOXG_05339.2,CHANGE,TRUNCATED_NEW_STOP
            FOXG_05340.2,FOXG_05340.2,UNCHANGED,
            FOXG_05341.2,FOXG_05341.2,UNCHANGED,
            FOXG_05342.2,FOXG_05342.2,UNCHANGED,
            FOXG_05343.2,FOXG_05343.2,UNCHANGED,
            FOXG_05344.2,FOXG_05344.2,UNCHANGED,
            FOXG_05345.2,FOXG_05345.2,UNCHANGED,
            FOXG_05346.2,FOXG_05346.2,CHANGE,TRUNCATED_NEW_STOP
            FOXG_05347.2,FOXG_05347.2,UNCHANGED,
            FOXG_05348.2,FOXG_05348.2,UNCHANGED,
            FOXG_05349.2,FOXG_05349.2,UNCHANGED,
            FOXG_05350.2,FOXG_05350.2,UNCHANGED,
            FOXG_05351.2,FOXG_05351.2,UNCHANGED,
            FOXG_05352.2,FOXG_05352.2,UNCHANGED,
            FOXG_05353.2,FOXG_05353.2,UNCHANGED,
            FOXG_05354.2,FOXG_05354.2,UNCHANGED,
            FOXG_05355.2,FOXG_05355.2,UNCHANGED,
            FOXG_05356.2,FOXG_05356.2,UNCHANGED,
            FOXG_05357.2,FOXG_05357.2,UNCHANGED,
            FOXG_05358.2,FOXG_05358.2,UNCHANGED,
            FOXG_05359.2,FOXG_05359.2,UNCHANGED,
            FOXG_05360.2,FOXG_05360.2,UNCHANGED,
            FOXG_05361.2,FOXG_05361.2,UNCHANGED,
            FOXG_05362.2,FOXG_05362.2,UNCHANGED,
            FOXG_05363.2,FOXG_05363.2,UNCHANGED,
            FOXG_05364.2,FOXG_05364.2,UNCHANGED,
            FOXG_05365.2,FOXG_05365.2,UNCHANGED,
            FOXG_05366.2,FOXG_05366.2,UNCHANGED,
            FOXG_05367.2,FOXG_05367.2,UNCHANGED,
            FOXG_05368.2,FOXG_05368.2,UNCHANGED,
            FOXG_05369.2,FOXG_05369.2,UNCHANGED,
            FOXG_05370.2,FOXG_05370.2,UNCHANGED,
            FOXG_05371.2,FOXG_05371.2,UNCHANGED,
            FOXG_05372.2,FOXG_05372.2,UNCHANGED,
            FOXG_05373.2,FOXG_05373.2,UNCHANGED,
            FOXG_05374.2,FOXG_05374.2,UNCHANGED,
            FOXG_05375.2,FOXG_05375.2,UNCHANGED,
            FOXG_05376.2,FOXG_05376.2,UNCHANGED,
            FOXG_05377.2,FOXG_05377.2,UNCHANGED,
            FOXG_05378.2,FOXG_05378.2,CHANGE,TRUNCATED_NEW_STOP
            FOXG_05379.2,FOXG_05379.2,CHANGE,TRUNCATED_NEW_START
            FOXG_05380.2,FOXG_05380.2,UNCHANGED,
            FOXG_05381.2,FOXG_05381.2,UNCHANGED,
            FOXG_05382.2,FOXG_05382.2,UNCHANGED,
            FOXG_05383.2,FOXG_05383.2,UNCHANGED,
            FOXG_05384.2,FOXG_05384.2,UNCHANGED,
            FOXG_05385.2,FOXG_05385.2,UNCHANGED,
            FOXG_05386.2,FOXG_05386.2,UNCHANGED,
            FOXG_05387.2,FOXG_05387.2,UNCHANGED,
            FOXG_05388.2,FOXG_05388.2,UNCHANGED,
            FOXG_05389.2,FOXG_05389.2,UNCHANGED,
            FOXG_05390.2,FOXG_05390.2,UNCHANGED,
            FOXG_05391.2,FOXG_05391.2,UNCHANGED,
            FOXG_05392.2,FOXG_05392.2,UNCHANGED,
            FOXG_05393.2,FOXG_05393.2,UNCHANGED,
            FOXG_05394.2,FOXG_05394.2,UNCHANGED,
            FOXG_05395.2,FOXG_05395.2,UNCHANGED,
            FOXG_05396.2,FOXG_05396.2,UNCHANGED,
            FOXG_05397.2,FOXG_05397.2,UNCHANGED,
            FOXG_05398.2,FOXG_05398.2,UNCHANGED,
            FOXG_05399.2,FOXG_05399.2,UNCHANGED,
            FOXG_05400.2,FOXG_05400.2,UNCHANGED,
            FOXG_05401.2,FOXG_05401.2,UNCHANGED,
            FOXG_05402.2,FOXG_05402.2,UNCHANGED,
